username,screen_name,acct_desc,tweet_text,location,following,followers,user_created,tweet_created,retweet_count,favourite_count,favourited,retweeted
emmanuel adeleke,eadeleke2000,"Bio loading...
Follow up. Let get to know one another. I assure, you won't regret it.","@tohaberry It was okay. Though, I didn't get to attend class really well but I was able to go back to what we were taught.
#FUOLMS","1294 Herkimer street, Brooklyn",294,32,Fri May 08 22:44:35 +0000 2015,Mon Oct 12 14:10:54 +0000 2020,0,0,False,False
Atoba Mubaraq,AtobaMubaraq,An easy going person and a dog lover,@tohaberry It worked well. The only issue I had was that it kept logging me out during lectures #FUOLMS,,92,6,Wed Jan 08 10:15:31 +0000 2020,Mon Oct 12 14:09:43 +0000 2020,0,0,False,False
_the.maryam,themaryam13,"Just for the fun of it 🍻
IG: _the.maryam","@tohaberry Well, not bad #FUOLMS",,86,59,Mon Sep 07 06:37:44 +0000 2020,Mon Oct 12 14:05:51 +0000 2020,0,0,False,False
Agbetoba Kofoworola,queenteenie_,👑teenie tu persona favorita with caramel toppings 🤯  Champagne mixed with rosé gold🎈 I’m obsessed with spaghetti 😂😩😪,@tohaberry Not bad #FUOLMS,"Lagos, Nigeria",115,89,Wed Nov 15 18:38:14 +0000 2017,Mon Oct 12 13:53:55 +0000 2020,0,3,False,False
🚀Mide🚀,Mide34777787,,"@tohaberry It worked well though aside from the network
#FUOLMS",Nigeria,117,39,Tue Oct 02 18:00:47 +0000 2018,Mon Oct 12 13:26:30 +0000 2020,0,2,False,False
Haryo👓,Ayo37415604,,@tohaberry Not too bad #FUOLMS,"Lagos, Nigeria",206,53,Thu Sep 19 13:58:36 +0000 2019,Mon Oct 12 13:26:12 +0000 2020,0,0,False,False
Yusbakly,yusbakly,Blogger...,@tohaberry #FUOLMS Very poor,"Abeokuta, Nigeria",1198,115,Sun Oct 07 06:01:16 +0000 2018,Mon Oct 12 13:18:01 +0000 2020,0,1,False,False
Maryam,_maryambash,Youtuber✨,@tohaberry Not bad #FUOLMS,Nigeria,45,14,Fri Nov 08 19:01:12 +0000 2019,Mon Oct 12 11:40:30 +0000 2020,0,0,False,False
Ligali#mali#,ligali_maryam,Simple girl /withprinciples/,"@tohaberry It was fair. On one hand, network issue and on the other, teaching calculations was a little difficult #FUOLMS","Lagos, Nigeria",343,245,Mon Mar 18 16:49:14 +0000 2019,Mon Oct 12 08:34:56 +0000 2020,0,1,False,False
Nifty😉😉,Omowonu40616764,Never judge a book by its cover,"@tohaberry Well... Aside from the network issues, it was quite okay #FUOLMS","Oyo, Nigeria",69,5,Sun May 03 10:28:16 +0000 2020,Mon Oct 12 05:26:34 +0000 2020,0,2,False,False
Shadow_Walker,raji_bayonle,,@tohaberry Good #FUOLMS,"Ibadan, Nigeria",53,23,Fri Oct 21 05:42:47 +0000 2016,Sun Oct 11 13:37:05 +0000 2020,0,0,False,False
DammyYo💡,DammyYo_,"#Gemini
Papa's Daughter 🤤❤️
30BG💯
Proudly Marlian✌️
iCON💡",@tohaberry Pretty good #FUOLMS,,852,825,Mon Jun 29 23:40:34 +0000 2020,Sun Oct 11 13:13:02 +0000 2020,0,1,False,False
Boujee Pheedheart,AdesanyaNafisa1,"Cryptotrader
Tairus
Boujee Bad and Thick","@tohaberry It was Fair enough since it helped us in moving forward on our syllabus but I still encountered some network issues
#FUOLMS",Nigeria,73,17,Sun Oct 11 11:03:11 +0000 2020,Sun Oct 11 12:13:38 +0000 2020,0,1,False,False
Field Marshal,tweet_sadiq,"Military , Real Madrid , Ronaldo , Politics  !",@tohaberry Average #FUOLMS,"Kaduna, Nigeria",503,387,Sat Feb 21 06:37:48 +0000 2015,Sun Oct 11 12:00:13 +0000 2020,0,1,False,False
Zainab,ban_iaz,"proud Muslimah🧕
Accountant
October 4
ig@ ban_iaz_",@tohaberry It was fair #FUOLMS,"Lagos, Nigeria",57,22,Fri Nov 15 15:54:57 +0000 2019,Sun Oct 11 11:41:46 +0000 2020,0,1,False,False
Oloruntosin,Oloruntosin16,Ok,@tohaberry It was okay #FUOLMS,,396,86,Thu Aug 08 15:46:33 +0000 2019,Sun Oct 11 11:21:24 +0000 2020,0,1,False,False
waheed remtech,remtech_20219,,@tohaberry Excellently #FUOLMS,,34,1,Fri Sep 12 13:30:30 +0000 2014,Sun Oct 11 10:19:19 +0000 2020,0,0,False,False
Rafeeharh😍😍,Ardeekayla,"🇳🇬 Beauty |Muslim|Food lover|Cake lover| Always remember to smile 😊😊
I.G:@_feeharh",@tohaberry Annoying #FUOLMS,Earth,434,367,Fri Dec 09 15:44:23 +0000 2016,Sat Oct 10 21:30:32 +0000 2020,0,0,False,False
Rafeeharh😍😍,Ardeekayla,"🇳🇬 Beauty |Muslim|Food lover|Cake lover| Always remember to smile 😊😊
I.G:@_feeharh",@tohaberry It really worked well #FUOLMS,Earth,434,367,Fri Dec 09 15:44:23 +0000 2016,Sat Oct 10 21:29:12 +0000 2020,0,1,False,False
1ne,awwalthe1stt,,@tohaberry No issues #FUOLMS,Abuja,1097,1129,Mon Aug 06 20:18:55 +0000 2018,Sat Oct 10 17:53:12 +0000 2020,0,0,False,False
👑Omarrr,kvng_umar,❤️ @manutd,@tohaberry No issues #FUOLMS,"Lagos, Nigeria",798,175,Fri Dec 25 16:25:41 +0000 2015,Sat Oct 10 09:22:08 +0000 2020,0,0,False,False
👑Omarrr,kvng_umar,❤️ @manutd,@tohaberry It's was alright #FUOLMS,"Lagos, Nigeria",798,175,Fri Dec 25 16:25:41 +0000 2015,Sat Oct 10 09:21:42 +0000 2020,0,0,False,False
👑Omarrr,kvng_umar,❤️ @manutd,@tohaberry Network issues #FUOLMS,"Lagos, Nigeria",798,175,Fri Dec 25 16:25:41 +0000 2015,Sat Oct 10 09:21:10 +0000 2020,0,0,False,False
👑Omarrr,kvng_umar,❤️ @manutd,@tohaberry It's okay #FUOLMS,"Lagos, Nigeria",798,175,Fri Dec 25 16:25:41 +0000 2015,Sat Oct 10 09:20:28 +0000 2020,0,0,False,False
👑Omarrr,kvng_umar,❤️ @manutd,@tohaberry It wasn't bad #FUOLMS,"Lagos, Nigeria",798,175,Fri Dec 25 16:25:41 +0000 2015,Sat Oct 10 09:19:45 +0000 2020,0,0,False,False
thatligthskinnedguy,KelixIts,"i sleep wake up eat, bath at times 
watch anime play game.
🔃","@tohaberry It went well, especially the courses where by the lectures made use of audio to support the pdf file sent to the LMS #FUOLMS",,226,50,Sat May 04 11:10:21 +0000 2019,Sat Oct 10 09:12:04 +0000 2020,0,0,False,False
ذكرةالله ❤,adhikrah,"D.H.I.K.R.A.H.❤
.
.
Novel lover 📚
.
.
Muslimah🌼🌼
.
.
Accountant 📖
.
.
Capricorn♑",@tohaberry It was fair. #FUOLMS,Earth,254,259,Sun Jul 03 11:00:22 +0000 2016,Sat Oct 10 09:10:23 +0000 2020,0,0,False,False
AJIROBA MARIAM ABIMBOLA,AjirobaMariam,I am who I am,@tohaberry It was okay #FUOLMS,"Lagos, Nigeria",47,37,Mon Oct 14 20:46:09 +0000 2019,Sat Oct 10 08:55:37 +0000 2020,0,1,False,False
fai_zah,phahee_zhar,"¶My bio doesn't define who i am in real life just stick to the twitter me¶ i follow back¶¶.
IG: threexixty",@tohaberry Aside the clumsiness and disappearing of previous chats when it logs one off everything else seemed pretty much okay. #FUOLMS,"Lagos, Nigeria",386,166,Sat Jul 27 07:57:33 +0000 2019,Sat Oct 10 08:36:53 +0000 2020,0,2,False,False
Taheersm,taheertaheersm,Creative. IG - https://t.co/OJYSaKCE5g,@tohaberry It worked well #FUOLMS,,175,134,Mon Jul 08 16:58:31 +0000 2019,Sat Oct 10 08:28:57 +0000 2020,0,1,False,False
The Millienial Muslimah,zahynarbb,Blogger || Lifestyle  || Self Help || Books Emotional Wellness,@tohaberry Not too bad #FUOLMS,"Lagos, Nigeria",241,209,Sat Mar 31 22:11:11 +0000 2018,Sat Oct 10 08:23:09 +0000 2020,0,0,False,False
Callmemoji,zeethemama,"Just a girl , iCons forever till eternity, TeamLaycon",@tohaberry It was not that bad #FUOLMS,"Abeokuta, Nigeria",99,108,Thu Feb 28 00:44:01 +0000 2019,Sat Oct 10 07:03:44 +0000 2020,0,0,False,False
A M I N A T,Meenart_,,@tohaberry Not bad #FUOLMS,"Lagos, Nigeria",175,153,Sun Jun 02 17:37:22 +0000 2019,Fri Oct 09 20:40:08 +0000 2020,0,0,False,False
Ruthie❣️❣️❣️,Ruthie_1107,IG: I_m_ruthie// olaniyan bose ruth july 11 chic,@tohaberry Not that bad #FUOLMS,,156,61,Wed Dec 10 20:23:41 +0000 2014,Fri Oct 09 20:38:38 +0000 2020,0,0,False,False
Nureeyah,Nureeya00500881,"Muslimah ,",@tohaberry It worked well except network issues #FUOLMS,"Port Harcourt, Nigeria",53,10,Thu Sep 24 10:27:05 +0000 2020,Fri Oct 09 20:32:50 +0000 2020,0,0,False,False
The targent,thorlahney,,@tohaberry Aside from the logging in and out it wasn't that bad #FUOLMS,,103,33,Sat Jul 06 09:50:06 +0000 2019,Fri Oct 09 20:28:14 +0000 2020,0,0,False,False
reemah,r73793908,,@tohaberry It worked well for me ...just the network issue #FUOLMS,,28,0,Sun May 06 08:57:15 +0000 2018,Fri Oct 09 20:21:34 +0000 2020,0,0,False,False
Adesewa,Adesewa04,,@tohaberry It worked well aside from the clumsiness... showing when someone logs in or off because it interfere with lectures #FUOLMS,"Osogbo, Nigeria",7,5,Thu Sep 24 18:59:27 +0000 2020,Fri Oct 09 20:18:48 +0000 2020,0,0,False,False
berryola,berryola2,,@tohaberry It’s perfectly ok #FUOLMS,,53,10,Mon Jun 08 19:24:07 +0000 2020,Fri Oct 09 20:09:30 +0000 2020,0,0,False,False
Ennieeturnn,Ennieeturnn1,"Masseuse🌸, pedicurist🦶🏻& manicurist💅🏼, model, Beauty Queen 👸",@tohaberry It worked well for me except for network problem #FUOLMS,Osun State,96,39,Mon Feb 03 16:05:31 +0000 2020,Fri Oct 09 20:01:07 +0000 2020,0,0,False,False
Abubakry Mohammed Teniola,tohaberry,"content creator 
Model, 
Actor 
Front-End Developer(js,css,html5)
i.g:@tohaberry","How well did the LMS  system work for you?
Leave an answer and remember to use the hash tag #FUOLMS",lagos,366,211,Fri Jul 29 12:12:10 +0000 2011,Fri Oct 09 17:53:18 +0000 2020,1,17,False,False
