username,screen_name,acct_desc,tweet_text,location,following,followers,user_created,tweet_created,retweet_count,favourite_count,favourited,retweeted
Made In Lagos #MIL,certifiedawwal,Eyan Wizzy FR🥇,"#FUOPORTAL my password only works whenever it feels like.

Crap. 😩",,268,139,Sat Sep 28 10:01:58 +0000 2019,Sat Oct 10 22:02:37 +0000 2020,0,0,False,False
Rafeeharh😍😍,Ardeekayla,"🇳🇬 Beauty |Muslim|Food lover|Cake lover| Always remember to smile 😊😊
I.G:@_feeharh",@tohaberry It takes time to load #FUOPORTAL,Earth,433,369,Fri Dec 09 15:44:23 +0000 2016,Sat Oct 10 21:31:08 +0000 2020,0,1,False,False
ذكرةالله ❤,adhikrah,"D.H.I.K.R.A.H.❤
.
.
Novel lover 📚
.
.
Muslimah🌼🌼
.
.
Accountant 📖
.
.
Capricorn♑",@tohaberry It's good for me. #FUOPORTAL,Earth,254,261,Sun Jul 03 11:00:22 +0000 2016,Sat Oct 10 09:14:31 +0000 2020,0,1,False,False
thatligthskinnedguy,KelixIts,"i sleep wake up eat, bath at times 
watch anime play game.
🔃",@tohaberry Its a very smooth portal to deal with #FUOPORTAL,,226,51,Sat May 04 11:10:21 +0000 2019,Sat Oct 10 09:14:26 +0000 2020,0,1,False,False
Taheersm,taheertaheersm,Creative. IG - https://t.co/OJYSaKCE5g,@tohaberry Poor Network #FUOPORTAL,,175,134,Mon Jul 08 16:58:31 +0000 2019,Sat Oct 10 08:33:03 +0000 2020,0,0,False,False
fai_zah,phahee_zhar,"¶My bio doesn't define who i am in real life just stick to the twitter me¶ i follow back¶¶.
IG: threexixty",@tohaberry Loading takes minutes and network issues #FUOPORTAL,"Lagos, Nigeria",386,167,Sat Jul 27 07:57:33 +0000 2019,Sat Oct 10 08:31:30 +0000 2020,0,1,False,False
senior,senior99782557,,@tohaberry Network  #FUOPORTAL,,87,6,Sun Sep 13 21:19:18 +0000 2020,Sat Oct 10 08:29:51 +0000 2020,0,0,False,False
reemah,r73793908,,@tohaberry Network #FUOPORTAL,,28,0,Sun May 06 08:57:15 +0000 2018,Sat Oct 10 08:25:07 +0000 2020,0,2,False,False
The Millienial Muslimah,zahynarbb,Blogger || Lifestyle  || Self Help || Books Emotional Wellness,@tohaberry Traffic and poor network #FUOPORTAL,"Lagos, Nigeria",241,210,Sat Mar 31 22:11:11 +0000 2018,Sat Oct 10 08:24:54 +0000 2020,0,0,False,False
Callmemoji,zeethemama,"Just a girl , iCons forever till eternity, TeamLaycon",@tohaberry Network problem #FUOPORTAL,"Abeokuta, Nigeria",99,108,Thu Feb 28 00:44:01 +0000 2019,Sat Oct 10 07:05:32 +0000 2020,0,0,False,False
A M I N A T,Meenart_,,@tohaberry Takes time to load #FUOPORTAL,"Lagos, Nigeria",175,154,Sun Jun 02 17:37:22 +0000 2019,Fri Oct 09 20:41:45 +0000 2020,0,0,False,False
Ruthie❣️❣️❣️,Ruthie_1107,IG: I_m_ruthie// olaniyan bose ruth july 11 chic,@tohaberry Network is not good #FUOPORTAL,,156,61,Wed Dec 10 20:23:41 +0000 2014,Fri Oct 09 20:40:47 +0000 2020,0,0,False,False
Nureeyah,Nureeya00500881,"Muslimah ,",@tohaberry Network problem #FUOPORTAL,"Port Harcourt, Nigeria",53,10,Thu Sep 24 10:27:05 +0000 2020,Fri Oct 09 20:39:34 +0000 2020,0,0,False,False
The targent,thorlahney,,@tohaberry Network issues #FUOPORTAL,,103,33,Sat Jul 06 09:50:06 +0000 2019,Fri Oct 09 20:32:34 +0000 2020,0,0,False,False
Adesewa,Adesewa04,,@tohaberry Poor network #FUOPORTAL,"Osogbo, Nigeria",7,5,Thu Sep 24 18:59:27 +0000 2020,Fri Oct 09 20:27:37 +0000 2020,0,0,False,False
Ennieeturnn,Ennieeturnn1,"Masseuse🌸, pedicurist🦶🏻& manicurist💅🏼, model, Beauty Queen 👸",@tohaberry Network issues #FUOPORTAL,Osun State,96,39,Mon Feb 03 16:05:31 +0000 2020,Fri Oct 09 20:23:01 +0000 2020,0,0,False,False
berryola,berryola2,,@tohaberry Traffic and load late #FUOPORTAL,,53,10,Mon Jun 08 19:24:07 +0000 2020,Fri Oct 09 20:11:48 +0000 2020,0,0,False,False
Abubakry Mohammed Teniola,tohaberry,"content creator 
Model, 
Actor 
Front-End Developer(js,css,html5)
i.g:@tohaberry","What challenges do you face when using FUO portal?
Leave an answer and remember to use the hash tag #FUOPORTAL",lagos,366,213,Fri Jul 29 12:12:10 +0000 2011,Fri Oct 09 17:56:50 +0000 2020,0,9,False,False
