username,screen_name,acct_desc,tweet_text,location,following,followers,user_created,tweet_created,retweet_count,favourite_count,favourited,retweeted
fai_zah,phahee_zhar,"¶My bio doesn't define who i am in real life just stick to the twitter me¶ i follow back¶¶.
IG: threexixty","@tohaberry It turned out pretty much what we expected but consumes a lot of data, due to the app that was used for it. Not to talk about the stress of going to print answer booklets for different examination dates. #FUOONLINEEXAM","Lagos, Nigeria",386,167,Sat Jul 27 07:57:33 +0000 2019,Sat Oct 10 08:34:15 +0000 2020,0,1,False,False
Taheersm,taheertaheersm,Creative. IG - https://t.co/OJYSaKCE5g,@tohaberry It was fine #FUOONLINEEXAM,,175,134,Mon Jul 08 16:58:31 +0000 2019,Sat Oct 10 08:31:03 +0000 2020,0,0,False,False
reemah,r73793908,,@tohaberry Atimes stressful due to network issue #FUOONLINEEXAM,,28,0,Sun May 06 08:57:15 +0000 2018,Sat Oct 10 08:26:28 +0000 2020,0,0,False,False
The Millienial Muslimah,zahynarbb,Blogger || Lifestyle  || Self Help || Books Emotional Wellness,@tohaberry Great #FUOONLINEEXAM,"Lagos, Nigeria",241,210,Sat Mar 31 22:11:11 +0000 2018,Sat Oct 10 08:25:54 +0000 2020,0,1,False,False
Ruthie❣️❣️❣️,Ruthie_1107,IG: I_m_ruthie// olaniyan bose ruth july 11 chic,@tohaberry Very very stressful #FUOONLINEEXAM,,156,61,Wed Dec 10 20:23:41 +0000 2014,Fri Oct 09 20:43:40 +0000 2020,0,0,False,False
Nureeyah,Nureeya00500881,"Muslimah ,",@tohaberry It was stressful #FUOONLINEEXAM,"Port Harcourt, Nigeria",53,10,Thu Sep 24 10:27:05 +0000 2020,Fri Oct 09 20:43:25 +0000 2020,0,0,False,False
A M I N A T,Meenart_,,@tohaberry It went well #FUOONLINEEXAM,"Lagos, Nigeria",175,154,Sun Jun 02 17:37:22 +0000 2019,Fri Oct 09 20:42:14 +0000 2020,0,0,False,False
The targent,thorlahney,,@tohaberry it was really stressful and frustrating aside network issue o🤦🤦#FUOONLINEEXAM,,103,33,Sat Jul 06 09:50:06 +0000 2019,Fri Oct 09 20:38:02 +0000 2020,0,0,False,False
Abubakri🇳🇬🇳🇬Ireayo,King_rahno,Data scientist💻| pythonista |Young black Muslim👳🏾‍♀️| In 💙with @chelseafc | blogger| Not a feminist ❌ |,@tohaberry Stressful ASF #FUOONLINEEXAM,Somewhere in the space,581,717,Sat Dec 27 11:37:56 +0000 2014,Fri Oct 09 20:36:28 +0000 2020,0,0,False,False
Adesewa,Adesewa04,,@tohaberry I think it was stressful not to talk of the data consumption #FUOONLINEEXAM,"Osogbo, Nigeria",7,5,Thu Sep 24 18:59:27 +0000 2020,Fri Oct 09 20:30:11 +0000 2020,0,0,False,False
Ennieeturnn,Ennieeturnn1,"Masseuse🌸, pedicurist🦶🏻& manicurist💅🏼, model, Beauty Queen 👸",@tohaberry It went well #FUOONLINEEXAM,Osun State,96,39,Mon Feb 03 16:05:31 +0000 2020,Fri Oct 09 20:23:30 +0000 2020,0,0,False,False
berryola,berryola2,,@tohaberry In my opinion it was stressful #FUOONLINEEXAM,,53,10,Mon Jun 08 19:24:07 +0000 2020,Fri Oct 09 20:12:52 +0000 2020,0,0,False,False
Abubakry Mohammed Teniola,tohaberry,"content creator 
Model, 
Actor 
Front-End Developer(js,css,html5)
i.g:@tohaberry","In your own opinion, how did the online examination turn out? 
Leave an answer and remember to use the hash tag #FUOONLINEEXAM",lagos,366,214,Fri Jul 29 12:12:10 +0000 2011,Fri Oct 09 17:59:24 +0000 2020,0,9,False,False
